,Unnamed: 0,drugName,condition
2599,57625,vasotec,Diabetic Kidney Disease
2600,57680,nizoral topical,Seborrheic Dermatitis
2601,57712,halog,Eczema
2602,57899,epogen,Anemia
2603,57941,cyklokapron,Bleeding Disorde
2604,57965,triprolidine,Allergies
2605,58022,acticlate,Acne
2606,58094,piperonyl butoxide / pyrethrins,Head Lice
2607,58200,amethia,Birth Control
2608,58453,h.p. acthar gel,Multiple Sclerosis
2609,58455,qnasl,Allergic Rhinitis
2610,58467,methacholine,Diagnosis and Investigation
2611,58522,depo-subq provera 104,Birth Control
2612,58602,cafergot,Migraine
2613,58648,ferrous fumarate,Iron Deficiency Anemia
2614,58746,normodyne,High Blood Pressure
2615,58910,calomist,Vitamin B12 Deficiency
2616,59165,ridaura,Rheumatoid Arthritis
2617,59308,liquid co-q10,Dietary Supplementation
2618,59448,lithostat,Urinary Tract Infection
2619,59603,diphenhydramine / pseudoephedrine,Allergic Rhinitis
2620,59645,depo-testosterone,"Hypogonadism, Male"
2621,59654,trelstar,Prostate Cance
2622,59773,bortezomib,Multiple Myeloma
2623,59779,halflytely and bisacodyl,Bowel Preparation
2624,59897,ethinyl estradiol / folic acid / levonorgestrel,Birth Control
2625,59926,remodulin,Pulmonary Hypertension
2626,60160,epinastine,"Conjunctivitis, Allergic"
2627,60225,betaseron,Multiple Sclerosis
2628,60247,triptorelin,Prostate Cance
2629,60287,corgard,Supraventricular Tachycardia
2630,60301,suprax,Bronchitis
2631,60436,brompheniramine / codeine / phenylephrine,Cough and Nasal Congestion
2632,60468,ferumoxytol,Iron Deficiency Anemia
2633,60804,mepolizumab,Asthma
2634,60867,aventyl hydrochloride,Reflex Sympathetic Dystrophy Syndrome
2635,61002,amlodipine / telmisartan,High Blood Pressure
2636,61328,claritin-d 12 hour,Nasal Congestion
2637,61353,lincomycin,Bacterial Infection
2638,61438,actifed,Cold Symptoms
2639,61493,primatene,Cold Symptoms
2640,61547,gelusil,Gas
2641,61558,maxaron forte,Anemia
2642,61582,picato,Keratosis
2643,61718,platinol,Brain Tum
2644,61797,nolvadex,Breast Cance
2645,61853,epoprostenol,Pulmonary Hypertension
2646,61880,flavoxate,Overactive Bladde
2647,61889,velphoro,Hyperphosphatemia of Renal Failure
2648,62135,elestrin,Postmenopausal Symptoms
2649,62136,anturol,Overactive Bladde
2650,62217,psoriasin,Psoriasis
2651,62237,gildess 1.5 / 30,Birth Control
2652,62252,ferralet 90,Anemia
2653,62273,imotil,Diarrhea
2654,62393,penicillamine,Wilson's Disease
2655,62459,captopril,High Blood Pressure
2656,62479,gonal-f,"Hypogonadism, Male"
2657,62724,glatopa,Multiple Sclerosis
2658,62803,zarontin,Seizures
2659,62856,medium chain triglycerides,Dietary Supplementation
2660,62872,thiopental,Anesthesia
2661,62946,oxyfast,Pain
2662,62984,dorzolamide,"Glaucoma, Open Angle"
2663,63047,irinotecan,Colorectal Cance
2664,63052,loteprednol / tobramycin,"Conjunctivitis, Bacterial"
2665,63056,citrate of magnesia,Constipation
2666,63064,nexium iv,GERD
2667,63088,codimal dm,Cold Symptoms
2668,63152,ddavp nasal,Diabetes Insipidus
2669,63268,tinzaparin,Deep Vein Thrombosis
2670,63327,nedocromil,"Conjunctivitis, Allergic"
2671,63356,norel sr,Nasal Congestion
2672,63377,levodopa,Restless Legs Syndrome
2673,63423,senokot s,"Constipation, Acute"
2674,63588,vemurafenib,"Melanoma, Metastatic"
2675,63596,ergomar,Migraine
2676,63743,terazol,Vaginal Yeast Infection
2677,63889,excedrin back & body,Pain
2678,64348,cenestin,Hypoestrogenism
2679,64408,flovent,"Asthma, Maintenance"
2680,64493,nabilone,ibromyalgia
2681,64512,ala-quin,Dermatitis
2682,64679,omnipaque 350,Body Imaging
2683,64696,brethine,Premature Lab
2684,64810,vontrol,Vertig
2685,65079,pazeo,Seasonal Allergic Conjunctivitis
2686,65216,ivabradine,Heart Failure
2687,65225,midol pm,Pain
2688,65235,sulfatrim,Urinary Tract Infection
2689,65344,neo-poly-dex,"Conjunctivitis, Bacterial"
2690,65367,vincristine,Cance
2691,65375,phillips colon health,Dietary Supplementation
2692,65391,budeprion sr,Depression
2693,65493,benefix,actor IX Deficiency
2694,65547,moban,Schizophrenia
2695,65583,mucinex dm,Cough
2696,65644,buproban,Smoking Cessation
2697,65701,amlodipine / atorvastatin,High Blood Pressure
2698,65793,anucort-hc,Psoriasis
2699,65826,sinequan,Depression
2700,65894,cutivate,Lichen Sclerosus
2701,65909,colace,Constipation
2702,66153,saccharomyces boulardii lyo,Diarrhea
2703,66267,humulin r u-500 (concentrated),"Diabetes, Type 1"
2704,66451,dermazinc shampoo,Seborrheic Dermatitis
2705,66599,epzicom,HIV Infection
2706,66605,proferrin-es,Vitamin/Mineral Supplementation and Deficiency
2707,66626,lillow,Birth Control
2708,66735,beconase aq,Allergic Rhinitis
2709,66750,nitro-bid,Raynaud's Syndrome
2710,66954,magaldrate / simethicone,Indigestion
2711,66977,metaproterenol,"Asthma, Maintenance"
2712,67015,philith,Birth Control
2713,67104,pulmicort turbuhaler,"Asthma, Maintenance"
2714,67345,lmx 4,Anesthesia
2715,67434,goody's headache powders,Migraine
2716,67441,vicks qlearquil nighttime allergy relief,Cold Symptoms
2717,67592,visine original,Eye Redness
2718,67641,blistex,Herpes Simplex
2719,67647,evista,Osteoporosis
2720,67755,zanamivir,Influenza
2721,67976,polytrim,"Conjunctivitis, Bacterial"
2722,68059,niferex,Iron Deficiency Anemia
2723,68095,cinqair,Asthma
2724,68143,carbamide peroxide,Ear Wax Impaction
2725,68238,sudafed 24-hour,Nasal Congestion
2726,68343,aloprim,Gout
2727,68500,parafon forte dsc,Muscle Spasm
2728,68681,norpramin,Depression
2729,68811,senna plus,"Constipation, Acute"
2730,68852,corzide 80 / 5,High Blood Pressure
2731,68997,salicylic acid / urea,t Care
2732,69057,enulose,Hepatic Encephalopathy
2733,69087,leukeran,Chronic Lymphocytic Leukemia
2734,69223,incobotulinumtoxina,Cervical Dystonia
2735,69286,lazanda,Breakthrough Pain
2736,69301,novolog mix 70 / 30,"Diabetes, Type 1"
2737,69346,meningococcal group b vaccine,"Meningitis, Meningococcal"
2738,69473,ayr saline nasal,Nasal Congestion
2739,69637,renagel,Hyperphosphatemia of Renal Failure
2740,69714,aleve-d sinus & cold,Sinus Symptoms
2741,69818,bensal hp,Dermatological Disorders
2742,70009,ergotamine,Migraine
2743,70189,fludara,Chronic Lymphocytic Leukemia
2744,70249,mycelex troche,Oral Thrush
2745,70405,rhinocort,Allergic Rhinitis
2746,70464,zyrtec-d 12 hour,Allergic Rhinitis
2747,70615,acetaminophen / diphenhydramine / phenylephrine,Cold Symptoms
2748,70644,briellyn,Birth Control
2749,71011,vicks formula 44,Cough
2750,71038,"rabies vaccine, human diploid cell",Rabies Prophylaxis
2751,71537,feverall,Pain
2752,71625,prozac weekly,Major Depressive Disorde
2753,71637,carboplatin,Ovarian Cance
2754,71766,calcium carbonate / simethicone,GERD
2755,71789,ropivacaine,Labor Pain
2756,71790,nucala,Asthma
2757,72035,afatinib,Non-Small Cell Lung Cance
2758,72142,schiff move free,Dietary Supplementation
2759,72152,goldenseal,Skin and Structure Infection
2760,72463,salvax duo,t Care
2761,72468,tetracaine,Cold Sores
2762,72607,myorisan,Acne
2763,72666,guaifenesin / hydrocodone,Cough
2764,72702,dexpak taperpak,Eczema
2765,72728,florinef acetate,Postural Orthostatic Tachycardia Syndrome
2766,72939,dehydroepiandrosterone,Dietary Supplementation
2767,72955,kneerelief,Muscle Pain
2768,73034,proscar,Benign Prostatic Hyperplasia
2769,73128,supprelin la,Precocious Puberty
2770,73210,probenecid and colchicine,Gouty Arthritis
2771,73260,rezira,Cough and Nasal Congestion
2772,73524,benzyl alcohol,Head Lice
2773,73556,theo-24,"Asthma, Maintenance"
2774,73588,ceftibuten,Bronchitis
2775,73687,tenoretic 50,High Blood Pressure
2776,73737,glipizide / metformin,"Diabetes, Type 2"
2777,73756,mandelamine,Prevention of Bladder infection
2778,73810,bumetanide,Edema
2779,73983,nizoral,Vaginal Yeast Infection
2780,74034,aliskiren / hydrochlorothiazide,High Blood Pressure
2781,74126,claritin-d 24 hour,Allergic Rhinitis
2782,74214,phosphasal,Urinary Tract Infection
2783,74387,zovia 1 / 35,Birth Control
2784,74550,nuwiq,Hemophilia A
2785,74656,fast freeze,Pain
2786,74894,mebendazole,Ascariasis
2787,75190,parathyroid hormone,Hypoparathyroidism
2788,75375,seconal sodium,Insomnia
2789,75399,moexipril,High Blood Pressure
2790,75436,tri-lo-estarylla,Birth Control
2791,75444,salivart,Xerostomia
2792,75663,methyldopa,High Blood Pressure
2793,75805,cisplatin,Brain Tum
2794,75945,trelstar la,Prostate Cance
2795,76042,refresh liquigel,Dry Eye Disease
2796,76086,palgic,Allergic Rhinitis
2797,76117,absorbine jr.,Rheumatoid Arthritis
2798,76260,prolensa,Postoperative Ocular Inflammation
2799,76266,premphase,Postmenopausal Symptoms
2800,76285,tri-lo-marzia,Abnormal Uterine Bleeding
2801,76371,zurampic,Gout
2802,76506,seconal,Insomnia
2803,76713,azo-cranberry,Urinary Tract Infection
2804,76864,rilutek,Obsessive Compulsive Disorde
2805,76988,azasan,Crohn's Disease
2806,77251,peginterferon beta-1a,Multiple Sclerosis
2807,77271,"hair, skin & nails",Dietary Supplementation
2808,77313,panhematin,Porphyria
2809,77416,lidocaine / menthol,Muscle Pain
2810,77555,slo-niacin,High Cholesterol
2811,77568,promethazine dm,Cough
2812,77755,immune globulin intravenous and subcutaneous,Primary Immunodeficiency Syndrome
2813,77807,bronkaid,Cold Symptoms
2814,77982,caverject,Erectile Dysfunction
2815,77983,enemeez mini,Constipation
2816,78015,brinzolamide,"Glaucoma, Open Angle"
2817,78346,cytotec,Abortion
2818,78442,floxin,Campylobacter Gastroenteritis
2819,78512,halcinonide,Eczema
2820,78612,selzentry,HIV Infection
2821,78755,minivelle,Postmenopausal Symptoms
2822,78796,aristocort,Asthma
2823,79330,bacitracin / neomycin / polymyxin b,Bacterial Skin Infection
2824,79357,vitamin d3,Vitamin D Deficiency
2825,79382,mekinist,"Melanoma, Metastatic"
2826,79472,ephedrine,Narcolepsy
2827,79575,provenge,Prostate Cance
2828,79609,fludrocortisone,Postural Orthostatic Tachycardia Syndrome
2829,79768,calcium acetate,Hyperphosphatemia
2830,79842,blephamide,"Conjunctivitis, Bacterial"
2831,79939,cefotaxime,Skin or Soft Tissue Infection
2832,80093,pemetrexed,Non-Small Cell Lung Cance
2833,80171,nulytely,Bowel Preparation
2834,80368,malathion,Head Lice
2835,80398,children's claritin allergy,Allergic Rhinitis
2836,80518,acetic acid,Wound Cleansing
2837,80679,paraplatin,Ovarian Cance
2838,81075,vaprisol,Euvolemic Hyponatremia
2839,81092,robitussin cold cough and flu,Cold Symptoms
2840,81282,arnuity ellipta,"Asthma, Maintenance"
2841,81328,phentride,Weight Loss
2842,81536,artemether / lumefantrine,Malaria
2843,81543,rolapitant,"Nausea/Vomiting, Chemotherapy Induced"
2844,81607,calamine,Pruritus
2845,81737,gemcitabine,"Breast Cancer, Metastatic"
2846,81914,azo urinary pain relief,Interstitial Cystitis
2847,81964,tolnaftate,Tinea Cruris
2848,82098,ganciclovir,Herpes Simplex Dendritic Keratitis
2849,82105,tarka,High Blood Pressure
2850,82343,lesinurad,Gout
2851,82383,exforge hct,High Blood Pressure
2852,82680,zafirlukast,"Asthma, Maintenance"
2853,82693,filgrastim,Neutropenia Associated with Chemotherapy
2854,82837,salicylic acid,Warts
2855,82868,bendroflumethiazide / nadolol,High Blood Pressure
2856,82909,jencycla,Birth Control
2857,83058,faslodex,"Breast Cancer, Metastatic"
2858,83107,micrainin,Anxiety
2859,83182,epidrin,Headache
2860,83261,cranberry,Urinary Incontinence
2861,83349,hydrocortone,Addison's Disease
2862,83361,bacitracin / polymyxin b,Bacterial Skin Infection
2863,83417,emtricitabine / rilpivirine / tenofovir alafenamide,HIV Infection
2864,83436,torisel,Renal Cell Carcinoma
2865,83534,saw palmetto,Benign Prostatic Hyperplasia
2866,83554,cardizem cd,Atrial Fibrillation
2867,83596,diphenhydramine / phenylephrine,Allergic Rhinitis
2868,83681,cesamet,ibromyalgia
2869,84301,citric acid / simethicone / sodium bicarbonate,Gas
2870,84441,triple antibiotic,Bacterial Skin Infection
2871,84495,lanthanum carbonate,Hyperphosphatemia of Renal Failure
2872,84603,atrovent hfa,"COPD, Maintenance"
2873,84789,halog-e,Eczema
2874,84825,rhinocort aqua,Allergic Rhinitis
2875,84850,pneumococcal 23-polyvalent vaccine,Pneumococcal Disease Prophylaxis
2876,84884,dong quai,Headache
2877,85003,glucophage xr,"Diabetes, Type 2"
2878,85084,infumorph,Chronic Pain
2879,85221,alprazolam intensol,Anxiety
2880,85527,sumadan,Acne
2881,85531,nicotrol ns,Smoking Cessation
2882,85555,chloramphenicol,Bacterial Infection
2883,85557,vitapap,Pain
2884,85575,altabax,Acne
2885,85742,azilect,Parkinson's Disease
2886,85787,genteal,Dry Eye Disease
2887,85827,chlorpheniramine / dextromethorphan,Cough and Nasal Congestion
2888,86138,mumps virus vaccine,Mumps Prophylaxis
2889,86191,enzalutamide,Prostate Cance
2890,86251,phendiet,Obesity
2891,86292,cosamin ds,Dietary Supplementation
2892,86325,nesina,"Diabetes, Type 2"
2893,86353,isradipine,Raynaud's Syndrome
2894,86404,epivir,HIV Infection
2895,86409,indapamide,Not Listed / Othe
2896,86512,dicloxacillin,Bone infection
2897,86529,toujeo solostar,"Diabetes, Type 2"
2898,86624,flonase allergy relief,Rhinitis
2899,86705,lanolin,Dry Skin
2900,86730,nytol,Insomnia
2901,86782,demeclocycline,SIADH
2902,86804,peri-colace,"Constipation, Acute"
2903,86985,alamast,"Conjunctivitis, Allergic"
2904,87116,adcirca,Pulmonary Hypertension
2905,87189,uristat,Dysuria
2906,87240,vancocin,Meningitis
2907,87278,menest,Postmenopausal Symptoms
2908,87320,mucinex sinus-max full force,Nasal Congestion
2909,87321,glumetza,"Diabetes, Type 2"
2910,87414,hyalgan,Osteoarthritis
2911,87497,nilstat,Oral Thrush
2912,87625,tolak,Actinic Keratosis
2913,87646,alimta,Non-Small Cell Lung Cance
2914,87718,conivaptan,Euvolemic Hyponatremia
2915,87721,cytra-k,Urinary Tract Stones
2916,88221,chlorambucil,Chronic Lymphocytic Leukemia
2917,88578,inspra,High Blood Pressure
2918,88946,hemin,Porphyria
2919,88992,zaroxolyn,Edema
2920,89003,flibanserin,Hypoactive Sexual Desire Disorde
2921,89066,melpaque hp,Dermatological Disorders
2922,89103,westhroid,Underactive Thyroid
2923,89144,metrocream,Rosacea
2924,89215,cortisone,Dermatomyositis
2925,89275,reyataz,HIV Infection
2926,89285,zecuity,Migraine
2927,89353,delatestryl,"Hypogonadism, Male"
2928,89509,bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,Bowel Preparation
2929,89557,ferrous gluconate,Iron Deficiency Anemia
2930,89781,provida dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation
2931,89839,striant,"Hypogonadism, Male"
2932,90182,bivalirudin,Percutaneous Coronary Intervention
2933,90299,qutenza,Peripheral Neuropathy
2934,90399,hepatitis b adult vaccine,Hepatitis B Prevention
2935,90402,benemid,Gout
2936,90567,gadobutrol,CNS Magnetic Resonance Imaging
2937,90583,meropenem,Skin or Soft Tissue Infection
2938,90587,leader nicotine polacrilex,Smoking Cessation
2939,90590,exparel,Pain
2940,90862,bayer children's aspirin,Transient Ischemic Attack
2941,90978,incruse ellipta,COPD
2942,91050,methyltestosterone,"Hypogonadism, Male"
2943,91054,mitoxantrone,Multiple Sclerosis
2944,91300,tesamorelin,Lipodystrophy
2945,91394,micon 7,Vaginal Yeast Infection
2946,91463,sulfinpyrazone,Gouty Arthritis
2947,91521,tobrex,"Conjunctivitis, Bacterial"
2948,91591,imiglucerase,Gaucher Disease
2949,91692,alclometasone,Psoriasis
2950,91736,isoxsuprine,Cerebrovascular Insufficiency
2951,91895,cubicin,Skin and Structure Infection
2952,91908,nexafed nasal decongestant,Nasal Congestion
2953,91913,nuvessa,Bacterial Vaginitis
2954,91982,hecoria,"Organ Transplant, Rejection Prophylaxis"
2955,92219,d.h.e. 45,Cluster Headaches
2956,92223,immune globulin intravenous,Anti NMDA Receptor Encephalitis
2957,92240,iron polysaccharide,Iron Deficiency Anemia
2958,92449,doral,Insomnia
2959,92566,medrol,"Gout, Acute"
2960,92637,divigel,Postmenopausal Symptoms
2961,92643,ibu,Rheumatoid Arthritis
2962,92708,moxeza,"Conjunctivitis, Bacterial"
2963,92946,aspirin / chlorpheniramine / phenylephrine,Sinus Symptoms
2964,92952,auryxia,Hyperphosphatemia of Renal Failure
2965,92997,sansert,Migraine
2966,93038,otrexup,Rheumatoid Arthritis
2967,93052,isosorbide dinitrate,Angina
2968,93058,sterapred ds,Cluster Headaches
2969,93337,integra f,Anemia
2970,93642,vivactil,Depression
2971,93654,l-carnitine,Peripheral Neuropathy
2972,93704,trusopt,"Glaucoma, Open Angle"
2973,94038,orvaten,Postural Orthostatic Tachycardia Syndrome
2974,94114,ginseng,Herbal Supplementation
2975,94267,enlyte,Vitamin/Mineral Supplementation and Deficiency
2976,94521,proctofoam hc,Hemorrhoids
2977,94793,ex-lax maximum relief formula,Constipation
2978,94935,tandem,Iron Deficiency Anemia
2979,95030,norditropin,Adult Human Growth Hormone Deficiency
2980,95453,wal-finate,Allergic Rhinitis
2981,95629,d3,Vitamin D Deficiency
2982,95883,doans pills extra strength,Pain
2983,96032,purinethol,Autoimmune Hepatitis
2984,96282,desowen,Eczema
2985,96350,tums smoothies,Indigestion
2986,96424,phentercot,Weight Loss
2987,96548,ipratropium inhalation solution,Asthma
2988,96691,senna lax,Constipation
2989,96790,afrin 4 hour extra moisturizing,Nasal Congestion
2990,96877,afrin nodrip sinus,Nasal Congestion
2991,97096,skeeter stik,Pruritus
2992,97231,iohexol,Body Imaging
2993,97857,aldactazide,High Blood Pressure
2994,97876,atropine,Not Listed / Othe
2995,97957,nevanac,Postoperative Ocular Inflammation
2996,97965,clindamax,Bacterial Vaginitis
2997,97969,feraheme,Iron Deficiency Anemia
2998,97985,pepcid ac chewable tablets,GERD
2999,98063,melquin hp,Dermatological Disorders
3000,98100,visrx dose pack,Sinus Symptoms
3001,98134,praziquantel,"Paragonimus westermani, Lung Fluke"
3002,98226,desyrel dividose,Sedation
3003,98499,atrovent,"COPD, Maintenance"
3004,98507,norfloxacin,Bladder Infection
3005,98917,nasarel,Allergic Rhinitis
3006,98928,m-end pe,Cough and Nasal Congestion
3007,98970,maxair,"Asthma, Maintenance"
3008,99050,alpha 1-proteinase inhibitor,Alpha-1 Proteinase Inhibitor Deficiency
3009,99090,absorica,Acne
3010,99219,potassium iodide,Hyperthyroidism
3011,99232,uta,Urinary Tract Infection
3012,99428,creatine,Herbal Supplementation
3013,99580,take action,Emergency Contraception
3014,99753,ed a-hist,Cold Symptoms
3015,99773,mirapex er,Parkinson's Disease
3016,99787,protriptyline,Depression
3017,99857,excedrin tension headache,Headache
3018,99873,questran light,Crohn's Disease
3019,99945,ansaid,Rheumatoid Arthritis
3020,100076,danocrine,Endometriosis
3021,100093,octagam,Primary Immunodeficiency Syndrome
3022,100136,vicks sinex 12-hour decongestant nasal spray,Nasal Congestion
3023,100162,acetaminophen / pamabrom / pyrilamine,Premenstrual Syndrome
3024,100500,orajel,Aphthous Ulce
3025,100539,altretamine,Ovarian Cance
3026,100557,vectibix,Colorectal Cance
3027,100946,pedi-dri,Vaginal Yeast Infection
3028,100947,coenzyme q10,Dietary Supplementation
3029,100999,topicort lp,Psoriasis
3030,101181,dasetta 7 / 7 / 7,Menstrual Disorders
3031,101229,kionex,Hyperkalemia
3032,101268,travel-eze,Motion Sickness
3033,101294,loxapine,Schizophrenia
3034,101593,lincocin,Bacterial Infection
3035,101776,avar ls cleanser,Seborrheic Dermatitis
3036,101784,fulvestrant,"Breast Cancer, Metastatic"
3037,102076,diprolene af,Atopic Dermatitis
3038,102439,niacinamide,Niacin Deficiency
3039,102440,ciclodan,"Onychomycosis, Toenail"
3040,102652,zegerid otc,GERD
3041,102737,bexarotene,Cutaneous T-cell Lymphoma
3042,102756,mucinex fast-max severe congestion & cough,Cough and Nasal Congestion
3043,102786,readi-cat,Computed Tomography
3044,102794,interferon beta-1b,Multiple Sclerosis
3045,102822,tenuate dospan,Obesity
3046,103151,betapace af,Atrial Flutte
3047,103159,diurex water capsules,Edema
3048,103711,xiaflex,Dupuytren's contracture
3049,103944,insulin isophane,Gestational Diabetes
3050,104602,alefacept,Psoriasis
3051,105103,flumist quadrivalent,Influenza Prophylaxis
3052,105109,vivelle,Postmenopausal Symptoms
3053,105137,banzel,Lennox-Gastaut Syndrome
3054,105211,introvale,Birth Control
3055,105238,acyclovir / hydrocortisone,Cold Sores
3056,105621,co-trimoxazole,Bacterial Skin Infection
3057,105872,kemadrin,Parkinson's Disease
3058,106035,attapulgite,Diarrhea
3059,106066,inulin,Dietary Fiber Supplementation
3060,106267,menthol / zinc oxide,Diaper Rash
3061,106439,luminal,Seizures
3062,106495,privigen,Primary Immunodeficiency Syndrome
3063,106562,kineret,Schnitzler Syndrome
3064,106656,novolog flexpen,"Diabetes, Type 2"
3065,106883,vanatrip,Insomnia
3066,106920,natpara,Hypoparathyroidism
3067,106997,mexitil,Arrhythmia
3068,107040,latisse,Eyelash Hypotrichosis
3069,107120,hyomax,Irritable Bowel Syndrome
3070,107150,bee pollen,Herbal Supplementation
3071,107267,glecaprevir / pibrentasvir,Hepatitis C
3072,107297,radiaplexrx,"Burns, External"
3073,107504,marcaine,Local Anesthesia
3074,107514,femtrace,Postmenopausal Symptoms
3075,107760,brimonidine / brinzolamide,"Glaucoma, Open Angle"
3076,107934,zyrtec-d,Allergic Rhinitis
3077,107968,gengraf,"Organ Transplant, Rejection Prophylaxis"
3078,108203,histrelin,Precocious Puberty
3079,108230,acebutolol,High Blood Pressure
3080,108233,mavyret,Hepatitis C
3081,108424,pancreaze,Chronic Pancreatitis
3082,108483,smoothie readi-cat 2,Computed Tomography
3083,108585,hexachlorophene,Acne
3084,108602,paclitaxel,Ovarian Cance
3085,108665,olux-e,Atopic Dermatitis
3086,108722,ponatinib,Chronic Myelogenous Leukemia
3087,108740,oxy-10,Acne
3088,108938,norlyda,Birth Control
3089,109319,guarana,Herbal Supplementation
3090,109343,eurax,Pruritus
3091,109605,menactra,Meningococcal Meningitis Prophylaxis
3092,109627,rajani,Birth Control
3093,109646,caziant,Birth Control
3094,109684,pletal,Intermittent Claudication
3095,109798,mucinex maximum strength,Cough
3096,109814,talacen,Pain
3097,110069,bidil,Heart Failure
3098,110108,terazol 7,Vaginal Yeast Infection
3099,110118,cetaphil lotion,Dry Skin
3100,110124,probenecid,Gout
3101,110213,aricept odt,Mild Cognitive Impairment
3102,110520,doc-q-lax,"Constipation, Acute"
3103,110546,follicle stimulating hormone,"Hypogonadism, Male"
3104,110884,cosopt,"Glaucoma, Open Angle"
3105,110944,atelvia,Osteoporosis
3106,111010,dazidox,Chronic Pain
3107,111024,aquavite-e,Tardive Dyskinesia
3108,111042,embeline,Psoriasis
3109,111150,prolastin-c,Alpha-1 Proteinase Inhibitor Deficiency
3110,111173,alogliptin / metformin,min)
3111,111189,azulfidine,Ulcerative Colitis
3112,111500,sleep aid,Insomnia
3113,111513,cuvitru,Primary Immunodeficiency Syndrome
3114,111639,vitamin c,Dietary Supplementation
3115,111706,alphanine sd,Hemophilia B
3116,111791,busulfan,Thrombocythemia
3117,112239,vitafol ultra,Vitamin/Mineral Supplementation during Pregnancy/Lactation
3118,112582,unasyn,Bone infection
3119,113294,lagesic,Pain
3120,113357,cheratussin dac,Cold Symptoms
3121,113437,ampicillin / sulbactam,Urinary Tract Infection
3122,113491,coagulation factor ix,actor IX Deficiency
3123,113594,avar,Acne
3124,113802,clioquinol / hydrocortisone,Dermatitis
3125,113898,lorcet,Pain
3126,113928,lorabid,Sinusitis
3127,114007,fostex medicated,Acne
3128,114008,estrasorb,Postmenopausal Symptoms
3129,114133,nisoldipine,Raynaud's Syndrome
3130,114188,ethacrynic acid,Edema
3131,114402,bag balm,Dry Skin
3132,114683,hexalen,Ovarian Cance
3133,114714,benzefoam,Acne
3134,114848,selsun blue,Tinea Versicol
3135,114939,camptosar,Colorectal Cance
3136,114977,sucroferric oxyhydroxide,Hyperphosphatemia of Renal Failure
3137,115096,fortical,Osteoporosis
3138,115124,cerefolin nac,Dietary Supplementation
3139,115275,hyosyne,Irritable Bowel Syndrome
3140,115409,lactic acid,Dry Skin
3141,115413,nexium 24hr,GERD
3142,115603,humalog mix 75 / 25,"Diabetes, Type 2"
3143,115667,dexchlorpheniramine / dextromethorphan / pseudoephedrine,Sinusitis
3144,115804,pomalidomide,Multiple Myeloma
3145,116054,headache relief pm,Insomnia
3146,116374,pyrimethamine,Malaria Prevention
3147,116442,univasc,High Blood Pressure
3148,116468,ozurdex,Uveitis
3149,117021,zinc gluconate,Dietary Supplementation
3150,117310,chlorcyclizine / phenylephrine,Rhinitis
3151,117664,tylenol arthritis pain,Pain
3152,117923,thioridazine,Schizophrenia
3153,117931,pulmicort respules,"Asthma, Maintenance"
3154,118160,pima,Hyperthyroidism
3155,118435,necitumumab,Non-Small Cell Lung Cance
3156,118532,panoxyl 10% acne foaming wash,Acne
3157,118586,novolin n,"Diabetes, Type 2"
3158,118751,reese's pinworm medicine,Pinworm Infection (Enterobius vermicularis)
3159,118788,valerian,Insomnia
3160,119040,diprosone,Dermatological Disorders
3161,119921,chondroitin / glucosamine / methylsulfonylmethane,Osteoarthritis
3162,119940,apokyn,Parkinson's Disease
3163,120068,trental,Intermittent Claudication
3164,120176,vancocin hcl,Bone infection
3165,120278,hyzine,Allergies
3166,120409,activella,Postmenopausal Symptoms
3167,120491,pyridoxine,Nausea/Vomiting
3168,120525,dabrafenib,"Melanoma, Metastatic"
3169,120758,fleet bisacodyl,Bowel Preparation
3170,120853,benzalkonium chloride / lidocaine,Bacterial Skin Infection
3171,121189,zetran,Anxiety
3172,121375,glyset,"Diabetes, Type 2"
3173,121440,cortef,Adrenocortical Insufficiency
3174,121460,leustatin,Hairy Cell Leukemia
3175,121775,ifosfamide,Testicular Cance
3176,121925,zeasorb-af drying gel,Tinea Pedis
3177,121938,bp wash,Acne
3178,122047,fansidar,Malaria
3179,122133,flunisolide,Allergic Rhinitis
3180,122193,allegra odt,Allergic Rhinitis
3181,122245,verelan pm,Cluster Headaches
3182,122290,acetaminophen / aspirin,Back Pain
3183,122338,labetalol,High Blood Pressure
3184,122368,vitafol-ob+dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation
3185,122427,romidepsin,Peripheral T-cell Lymphoma
3186,122711,belladonna,Irritable Bowel Syndrome
3187,122799,polysporin first aid antibiotic ointment,Bacterial Skin Infection
3188,123058,velcade,Multiple Myeloma
3189,123626,capzasin-p,Osteoarthritis
3190,123752,lanoxicaps,Atrial Fibrillation
3191,123759,percodan,Pain
3192,123780,bacitracin,Bacterial Skin Infection
3193,123846,lmx 5,Hemorrhoids
3194,123917,sudafed pe pressure + pain,Sinus Symptoms
3195,124255,anusol-hc suppositories,Hemorrhoids
3196,124340,coq10,Dietary Supplementation
3197,124477,regorafenib,Gastrointestinal Stromal Tum
3198,124806,juvederm voluma xc,acial Wrinkles
3199,125531,zyprexa intramuscular,Agitation
3200,125567,trametinib,"Melanoma, Metastatic"
3201,125866,hydrea,Thrombocythemia
3202,126437,tropicamide,Pupillary Dilation
3203,126501,macugen,Macular Degeneration
3204,126543,generlac,Hepatic Encephalopathy
3205,126932,vanatab dx,Cough and Nasal Congestion
